sentence,inference,label
Toda la energía mecánica del carrito en la posición más alta es energía potencial.,O es simplemente una excusa para que el carrito sueñe con volar.,4
Mientras el carrito desciende disminuye su energía potencial pero aumenta en la misma cantidad la energía cinética. Esto es exacto sólo si no hay fuerza de rozamiento sobre el carrito.,La disminución de energía potencial y el aumento de energía cinética explican el comportamiento del carrito al descender.,1
"Sabemos que en la realidad no podremos eliminar el rozamiento, entonces realizaremos un cálculo que es  a la vez una predicción y una estimación.","Aunque el rozamiento no se elimina completamente, los cálculos previos permiten hacer predicciones sobre el comportamiento del carrito.",2
Es una predicción porque si dejamos caer el carrito desde cierta altura (A) podemos predecir con qué velocidad llegará a B.,La velocidad del carrito al llegar a la posición B desde A puede predecirse basándose en la altura inicial.,2
Es una estimación porque es un cálculo sin pretensiones de gran precisión ya que nos estamos basando en condiciones idealizadas.,Al igual que un espejo que se inventa reflejos que nunca ha visto.,4
Alguien puede preguntarse. ¿Sirve esto en la Ingeniería?,"Es como preguntarse si aprender a leer sirve para escribir un ensayo: sin la base teórica, es difícil aplicar el conocimiento.",0
¿Por qué realizamos cálculos basados en una situación idealizada cuando tenemos que construir una montaña rusa real? La respuesta es muy simple: de algún modo debemos empezar.,La razón para usar cálculos idealizados al diseñar una montaña rusa es que es un punto de partida razonable para desarrollar un diseño práctico.,1
La aplicación de la ley de conservación de la energía en este ejemplo nos conduce al planteo de la siguiente ecuación: Sabemos que el carrito debe llegar a B con una velocidad de 90 km/h. ¿Desde qué altura hA debe comenzar su descenso?,El carrito alcanzará una velocidad de 90 km/h al llegar al punto B desde una cierta altura.,2
¿Depende el valor de esta altura de la cantidad de pasajeros y de la masa de cada uno de ellos? Sabemos que el carrito vacío tiene una masa de 200 kg. Con cuatro pasajeros de 75 kg cada uno la masa sería de 500 kg.,"La relación entre la masa del carrito, la cantidad de pasajeros y la velocidad final requiere un razonamiento basado en las leyes físicas.",1
Pero nuestro diseño no debería depender de esto porque la velocidad debería ser aproximadamente 90 km/h tanto si va un pasajero como cuatro.,Aunque el tren podría decidir que la velocidad es solo un juego de números.,4
"Afortunadamente, vemos que en la ecuación la masa multiplica ambos miembros por lo tanto, para cualquier valor de ésta, se cumple:","Y así, la matemática descubrió que podía bailar sin moverse.",4
"Pero antes convertiremos la velocidad que está expresada en km/h, a m/s.","Es como cuando conviertes pesos a dólares antes de viajar, si no lo haces, los números no te servirán para calcular correctamente.",0
"De esta manera al utilizar el valor de la aceleración de la gravedad 9,8 m/s2 no tendremos conflictos con las unidades.",La conversión de unidades (de km/h a m/s) y el uso de la aceleración de la gravedad aseguran la coherencia en los cálculos.,1
"En este ejemplo, al igual que en el del tren hemos utilizado una suposición que no permite plantear una “ley”.","Pero si el tren pudiera soñar, tal vez inventaría su propia ley del movimiento.",4
En el ejemplo del tren supusimos que la velocidad se mantiene constante y eso nos permite utilizar la proporción directa entre la distancia recorrida y el tiempo transcurrido.,"Es como cuando un reloj de arena tiene el mismo flujo de arena cayendo constantemente, lo que permite medir el tiempo de manera uniforme.",0
"En el ejemplo de la montaña rusa, suponemos que no se disipa energía por rozamiento.",La suposición de que no se pierde energía por rozamiento fundamenta la posibilidad de aplicar la ley de conservación de la energía.,1
Esto nos permite utilizar la ley de conservación de la energía mecánica.,Yo creo que es como cuando saltamos en un trampolín: la energía que usamos para impulsarnos se transforma en energía cinética cuando bajamos y en energía elástica cuando el trampolín nos regresa arriba.,0
En nuestro caso toda la energía potencial en el punto más alto se convierte en energía cinética en el punto más bajo.,A menos que la gravedad decida tomarse el día libre y dejarlo flotando.,4
En los dos ejemplos pudimos realizar una predicción.,"En los dos ejemplos, las predicciones se fundamentarán en leyes físicas.",2
Para el tren decimos a determinada hora se encontrará en determinada posición.,El tren estará en una posición según la hora y la velocidad.,2
Para la montaña rusa: Si queremos lograr una velocidad máxima de 90 Km./h debemos construirla con una altura de aproximadamente 32 metros.,"Si la montaña rusa se construye con una altura de aproximadamente 32 metros, alcanzará una velocidad de 90 km/h.",2
Seguramente un poco mayor. ¿Por qué?,"Para lograr una mayor velocidad, la altura de la montaña rusa probablemente tendrá que ser un poco mayor.",2
"En el módulo 1 estudiaremos el movimiento pero fundamentalmente desde el punto 
de vista de la cinemática.","El módulo 1 se centrará en el estudio del movimiento desde el punto de vista cinemático, integrando descripción y matemáticas.",1
La cinemática consiste en un estudio a la vez descriptivo y matemático de lo movimientos.,"Es como describir la coreografía de un bailarín: se analizan sus movimientos, posiciones y velocidades sin importar qué los causa.",0
"Este estudio utiliza muchas herramientas matemáticas que son indispensables para el estudio de toda la Física y por ende de la ingeniería. Por ejemplo las funciones, tanto en forma analítica como gráfica.",Las herramientas matemáticas como funciones y gráficos son esenciales para entender la Física y la Ingeniería.,1
En toda nuestra carrera como estudiantes de Ingeniería utilizamos funciones matemáticas. Pero nunca dejaremos de utilizarlas en nuestra carrera profesional.,Aunque a veces las ecuaciones intentan escaparse de los libros para descansar un poco.,4
Otra herramienta fundamental para la Física y por supuesto para la Ingeniería son los vectores. Aprenderemos a utilizarlos en el módulo 2 sobre los movimientos.,"Los vectores son fundamentales para estudiar movimientos, como se verá en el módulo 2.",1
Una de las ventajas de comenzar el estudio de la Física por la cinemática es que aprendemos a utilizar estas herramientas matemáticas en base a ejemplos comprensibles que no requieren la comprensión de relaciones de causa y efecto.,Es como aprender a manejar con un simulador antes de conducir un auto real: primero entiendes los movimientos antes de preocuparte por los motores y frenos.,0
En la cinemática no se estudia por qué un movimiento tiene ciertas propiedades.,El movimiento prefiere guardar algunos secretos.,4
"Cada movimiento se toma como algo “dado” y se plantean las relaciones entre las magnitudes que se utilizan para la “descripción” de los movimientos: desplazamiento, tiempo, velocidad, aceleración, posición, etc.","Por ejemplo, cuando vemos un partido de fútbol, podemos describir cómo se mueve la pelota sin preguntarnos por qué los jugadores la patean.",0
"Las relaciones entre estas magnitudes constituyen las leyes fundamentales de la cinemática y permiten el análisis y diseño de muchísimos sistemas y dispositivos: Un videojuego, un satélite artificial, un mecanismo complejo (o simplemente una pieza de ese mecanismo).","Las leyes de la cinemática permiten analizar sistemas tan diversos como videojuegos, satélites o galaxias.",1
¿Qué movimiento se puede estudiar con la cinemática? ¡Cualquiera!,Se podrá estudiar cualquier tipo de movimiento utilizando la cinemática.,2
"El movimiento de un automóvil,  del tráfico en una autopista, del fluido en una tubería, de un 
electrón en un osciloscopio, del pistón en un motor,  de un planeta, de una galaxia...",Todos moviéndose sin preguntar si el universo está de acuerdo.,4
"El módulo 3 se ocupa de las interacciones. Es decir, las fuerzas.",Aunque a veces las fuerzas solo quieren jugar al escondite.,4
Las fuerzas que actúan sobre un cuerpo permiten determinar qué tipo de movimiento tiene dicho cuerpo.,"Las fuerzas sobre un cuerpo permiten determinar su tipo de movimiento, un concepto clave en mecánica.",1
Esto último fue uno de los objetivos fundamentales del desarrollo de la mecánica debido fundamentalmente a Newton.,Yo creo que es como cuando se establecen reglas de gramática para el lenguaje: Newton sentó las bases para entender el movimiento con precisión.,0
"Su plan de investigación condujo a dos objetivos fundamentales: 1) Conocidas todas las fuerzas que actúan sobre un cuerpo predecir cómo será el movimiento de ese cuerpo. 2) Conocido el movimiento de un cuerpo, deducir qué tipo de fuerzas actúan sobre el mismo.","Conociendo las fuerzas que actúan sobre un cuerpo, se podrá predecir cómo será su movimiento y, al conocer el movimiento, se podrá deducir las fuerzas que lo afectan.",2
"Si tomamos la guía de problemas de dinámica de un libro de texto, de la guía de Física 1 de una facultad de la UTN o de otra universidad del mundo, nos encontramos con lo siguiente: la mayoría de los problemas se puede clasificar en dos categorías. 1) Problemas que nos dan, como datos, las fuerzas que actúan sobre un cuerpo o sistema de cuerpos, y en los cuales debemos averiguar algo sobre el movimiento. 2) Problemas que nos dan, como datos, sólo algunas de las fuerzas que actúan sobre un cuerpo o sistema, y alguna propiedad del movimiento y nos piden que averigüemos las fuerzas desconocidas.","Al abordar los problemas de dinámica, se podrá clasificar la mayoría como aquellos que requieren encontrar el movimiento a partir de las fuerzas, o aquellos que requieren encontrar las fuerzas a partir del movimiento.",2
"En el contexto de una materia más avanzada, como puede ser Mecánica en tercer o cuarto año de algunas de las carreras de Ingeniería, un problema de dinámica puede consistir en lo siguiente: dadas las leyes que rigen las fuerzas que actúan sobre un cuerpo, determinar las ecuaciones que rigen su movimiento.","Pero si el cuerpo decide rebelarse, las ecuaciones solo pueden observar en silencio.",4
"Un problema de estas características requiere de conocimientos de Física 1 (cinemática y dinámica) y de Análisis matemático, incluyendo ecuaciones diferenciales.","La resolución de problemas avanzados requiere combinar conocimientos de Física 1 y Análisis Matemático, incluyendo ecuaciones diferenciales.",1
Esto significa conocer fundamentalmente la relación entre la aceleración y el tiempo de la cual se puede deducir la relación entre la velocidad y el tiempo y luego la relación entre la posición y el tiempo. Por ejemplo: las ecuaciones que relacionan las coordenadas con el tiempo.,"Conociendo la aceleración y el tiempo, se podrá deducir la relación entre la velocidad y la posición del cuerpo a lo largo del tiempo.",2
Las fuerzas no son datos numéricos si no que son funciones.,"Es como decir que la música no es solo notas en un papel, sino una combinación de patrones y frecuencias que crean una melodía.",0
"Hay que hallar las funciones que relacionan aceleración, velocidad y posición con el tiempo.","Se deberán hallar las funciones que relacionan la aceleración, velocidad y posición con el tiempo para poder predecir el movimiento futuro del cuerpo.",2
"En el contexto de la actividad profesional se deben utilizar todos estos conocimientos más información específica que el Ingeniero puede conocer o que, lo más probable, tenga que buscar.","Es como un chef que no solo sabe técnicas básicas de cocina, sino que también investiga nuevos ingredientes y formas de preparación para mejorar sus platillos.",0
"En algunos casos, más aún: deberá realizar algún tipo de investigación para proveerse de datos para su trabajo.",El estudiante tendrá que buscar información adicional en bases de datos o bibliotecas para completar su tarea.,1
"El módulo 4 se titula “Trabajo, energía y potencia”.",Probablemente se abordarán temas como eficiencia energética y cálculo de potencia en máquinas.,2
"La energía es un concepto físico tan importante que ha “invadido” a una enorme cantidad de disciplinas científicas y técnicas: La biología, la química, la geología, la ingeniería, la economía y otras ciencias se deben ocupar de la energía o la utilizan como un concepto fundamental.",Cualquier disciplina que implique trabajo o movimiento depende de los principios de la energía.,1
En muchos casos nos importa tanto la energía involucrada en un proceso como la rapidez con que esa energía debe ser utilizada.,"Pero la energía, impaciente, siempre busca caminos que no estaban en los cálculos.",4
Para tener en cuenta esta rapidez utilizamos el concepto de potencia.,"Es como la diferencia entre caminar y correr: no es solo la distancia que recorremos, sino la rapidez con la que lo hacemos.",0
"En el ejemplo de la montaña rusa vimos como el concepto de conservación de la energía, es decir, la energía se transforma pero no desaparece ni aparece de la nada, nos permitió determinar qué altura máxima debe tener para lograr una velocidad determinada.",Este concepto podría aplicarse a otros sistemas como péndulos o automóviles.,2
"La forma “popular” del principio de conservación de la energía se enuncia así: “La energía no se crea ni se destruye, si no que se transforma”. Si pretendemos un poco más de rigor científico podemos expresar esta idea así:  
“En un sistema asilado la energía total se conserva. La energía puede cambiar de forma pero su cantidad total permanece constante” Esta ley no conoce excepciones.","Es como cuando usamos electricidad para encender una bombilla: la energía no desaparece, solo se convierte en luz y calor.",0
"Es válida para todos los procesos que ocurren en el universo: Las reacciones químicas, el funcionamiento de un motor, de un ser vivo, de un ecosistema, de una fábrica.",También para el susurro del viento cuando nadie lo escucha.,4
Todos verifican este principio cuyo enunciado formal y matemático se denomina Primer principio de la Termodinámica.,"Es como decir que el dinero en una cuenta bancaria no desaparece, solo cambia de forma cuando se gasta, invierte o ahorra, pero sigue dentro del sistema.",0
En el módulo 5 nos ocuparemos de algunos fenómenos eléctricos y magnéticos.,"La electricidad y el magnetismo han sido fundamentales en el desarrollo tecnológico, desde la invención del generador hasta la aplicación en dispositivos electrónicos modernos.",1
"Nos concentramos fundamentalmente en el estudio del movimiento de partículas cargadas 
eléctricamente en regiones donde existe campo eléctrico o magnético.",Seguramente aprenderemos cómo los campos eléctricos afectan dispositivos tecnológicos como motores o generadores.,2
"Los conceptos estudiados en el módulo 5 nos permitirán comprender, por ejemplo, 
el funcionamiento del espectrómetro de masas.",Aunque el espectrómetro nunca se pregunte si alguien realmente lo comprende.,4
Las plantas evitan que los insectos las coman de varias maneras.,"Creo que las plantas disuaden a los insectos de comerlas de alguna manera, como espinas o mal olor.",2
Las plantas como las rosas producen espinas para mantener alejados a los insectos.,"Una rosa no puede hacer nada porque es una planta, pero tiene muchas espinas. Cuando vienen los insectos, les pican y mueren. Por lo tanto, los insectos no pueden comer la planta",1
Inusualmente hay plantas que comen insectos.,"¡Creo que se refiere a algunas plantas que comen insectos, como la Venus atrapamoscas!",0
Las plantas como las rosas producen espinas para mantener alejados a los insectos.,"Hmm, no lo sé…",4
"A estos se les consideran parte del arte callejero o urbano, pero no solo los grafittis y murales son considerados como tal, también se puede considerar arte callejero a las instalaciones hechas con materiales reciclables en partes de la ciudad, un buen ejemplo serían las famosas instalaciones hechas mayormente de basura en la reconocida Plaza Nicolás Tirado.","A estos se les puede considerar como parte del arte callejero pero no solo los grafitis o murales son considerados asi por lo que tambien existen otros tipos de arte callejero, como lo pueden ser las intalaciones que estan hechas de basura que se encuentran por la ciudad",3
"Por lo que se puede ver que una gran mayoría de ellos tiene un contenido o una intención en particular que permite mostrar realidades que para muchos son desconocidas. A lo largo de los años la mayoría de las veces el arte callejero ha sido asociado a la rebeldía, la ilegalidad y las manifestaciones, así dejando su reputación en los suelos ante la sociedad, en especial ante los ojos de los más adultos.","El arte callejero, para algunos, expresa sentimientos y realidades. Por falta de comprensión, se ha considerado como rebeldía o ilegalidad, manchando así el arte de todos los artistas callejeros.",1
"En cuanto a los otros factores, llama la atención que el 11,3 % de las muertes por cáncer de pulmón se atribuyeron al radón. También se hizo un análisis de la respuesta institucional del Estado y se concluyó que prevalece una “persistente institucionalidad sectorial”, es decir, se sigue mirando el ambiente desde cada sector sin un ejercicio de gobernanza que supere la visión sectorial y comprometa la participación comunitaria, social y ciudadana.","Se hace referencia a un procentaje de las muertes por cancer de pulmon, en este caso de parte del pais de colombia, en este caso ese 11,3% prociento se debio al radon. Lo cual se concluyo que era un factor persistente lo cual requiere atencion.",0
"Si hubiera que destacar una de las herramientas más utilizadas durante este periodo definitivamente serían las videollamadas, cuyas aplicaciones han tenido aumentos de descargas en el último mes de más del 4000% en algún caso, según datos de un operador de telefonía; siendo claves para permitir el contacto entre las personas, tanto a nivel personal como profesional. De nuevo en este ámbito, el sistema está mostrando su eficiencia a la hora de dar respuesta a tales incrementos.",Se refiere a como el uso de las herramientas para videoconferencia sufrieron de un crecimiento desenfrenado debido al confinamiento generado en la pandemia de covid-19 en el 2020,0
"-Mire vuestra merced, señor, lo que dice -dijo el muchacho-, que este mi amo no es caballero, ni ha recebido orden de caballería alguna, que es Juan Haldudo el rico, el vecino del Quintanar. -Importa poco eso -respondió don Quijote-, que Haldudos puede haber caballeros; cuanto más, que cada uno es hijo de sus obras.","Que el amo del muchacho no es un caballero, a lo que don Quijote responde que eso no importa ya que las acciones de cada persona son las que los definen",3
"Ya de alguna forma Marcelo Cabrol del Banco Interamericano de Desarrollo deja algunas reflexiones que podrían complementar la idea cuáles serán los nuevos desafíos que nos deja la pandemia de COVID 19 en el campo de la organización escolar de nuestros países, señalando los siguientes11: Protocolos de respuesta. ¿Tienen la capacidad de las escuelas de lidiar con pacientes 0?","Si, ya que las escuelas desde la pandemia se han ido preparando en el dado caso de que ocurra alguna situación similar y como poder afrontarla de la mejor manera posible",2
"Gráfica 5. Posturas a favor y en contra de la aprobación de iniciativas de ley que permitan el uso medicinal y recreativo de la marihuana, por grupos de edad Elaboración propia con base en la Encuesta Nacional sobre Cultura de la Legalidad y Agenda Legislativa 2019. El cruce con la escolaridad de la población también brinda un interesante hallazgo.",En este fragmento quiere relatar como la postura a favor y en contra de la aprobacion de la ley que perimitan el uso medicinal y recreativo de la marihuna. Estan divididos en las diferentes edades en base de las encuestas y como esto afecta mas a los jovenes entre 18-25 años de edad.,0
"Es verdad que, para probar si era fuerte y podía estar al riesgo de una cuchillada, sacó su espada y le dio dos golpes, y con el primero y en un punto deshizo lo que había hecho en una semana; y no dejó de parecerle mal la facilidad con que la había hecho pedazos, y, por asegurarse deste peligro, la tornó a hacer de nuevo, poniéndole unas barras de hierro por de dentro, de tal manera, que él quedó satisfecho de su fortaleza y, sin querer hacer nueva experiencia della, la diputó y tuvo por celada finísima de encaje.","Quizás la persona que acuchilló a la otra terminó arruinando su futuro, lo que había logrado en una semana antes. Algo debió suceder o alguna razón debió creer la persona que la acuchilló, porque no se sintió culpable e incluso se tornó a hacerlo de nuevo.",2
"Esta prodigiosa cierva, consagrada a la diosa Artemisa, tenía cuernos de oro y pies de bronce. Nadie había podido jamás alcanzarla, por ser infatigable y velocísima en la carrera. Hércules tuvo que perseguirla durante un año entero. Arrastrando al cazador tras ella, la cierva llegó de una sola vez hasta la comarca de los Hiperbóreos. Allí el animal, fatigado, volvió sobre sus pasos y anduvo en sentido inverso el camino antes recorrido.","El fragmento nos relata la extraordinaria hazaña de cazar a una cierva sagrada a Artemisa, la cual presentaba rasgos sobrenaturales como cuernos de oro y pies de bronce. Debido a su inagotable energía y velocidad insuperable, nadie había logrado alcanzarla. Incluso el héroe Hércules se vio obligado a perseguirla durante todo un año. Durante esta prolongada carrera, la cierva logró llevar a Hércules hasta la lejana tierra de los Hiperbóreos, donde, al quedar exhausta, revirtió su camino y volvió por la misma ruta que había recorrido inicialmente.",3
"Pero como he dicho anteriormente, lamentablemente estas instalaciones poco después de ser exhibidas son desmanteladas por las autoridades. Podemos ver entonces, que el arte callejero para muchos es un sinónimo de revolución, no por nada se le quiere prohibir incluso por ley, por lo que es un tema que dará mucho que hablar durante un buen tiempo, ya que detrás de él hay quienes seguirán luchando por que sea bien visto por la sociedad.","El fragmento habla acerca de lo que el realizar el arte urbano al tener muchas trabas, el hacerlo libremente esta prohibido por la ley, teniendo como propósito el arte dar un mensaje y este quiere ser callado. Como una manera de prohibir la libertad de expresión, siendo esta una de las mayores causas por las cuales la gente se revela en quienes los hacen callar. También menciona que posiblemente el tema perdure por la manera de pensar de las antiguas generaciones que normalmente son las que están en contra, a las nuevas generaciones que buscan que este arte se visto y reconocido para todos.",2
"Tanto la tipografía Raleway (títulos) y Open Sans (cuerpo de texto) son alternativas a la tipografía oﬁcial Museo Sans y sólo se pueden usar en los casos excepcionales aquí descritos, es decir, no se podrán utilizar para otras piezas fuera de CANVA ni fuera del contexto de urgencia descrito en este instructivo.","El fragmento señala que las tipografías Raleway y Open Sans se presentan como opciones alternativas a la tipografía oficial Museo Sans, pero únicamente se pueden emplear en situaciones excepcionales tal como se explica en este instructivo. En otras palabras, su uso está restringido exclusivamente a composiciones realizadas en CANVA y solo en contextos de urgencia, no siendo permitidas para otras piezas o fuera de esos escenarios específicos.",1
"Cerca de 18.000 paracaidistas, 7.000 buques de guerra y 132.000 tropas terrestres, con 875.000 soldados, formaron parte de la misión conformada. Otra operación llevada a cabo fue la denominada Neptuno, la cual fue un asalto aerotransportado llevado a cabo por mil doscientas aeronaves que fue la antesala al desembarco anfibio, que involucró a cinco mil barcos.","Una gran cantidad de tropas conformaron las diferentes operaciones. Las operaciones fueron tanto terrestres, como áereas.",1
"Pero ya era así de pequeña, ya tenía esa verborrea que no había forma de que parase, en clase, en el camino a la escuela, en el váter, siempre hablando por lo bajo, como si no fuera capaz de encontrar el final de una historia. Y siempre echando mano de fra- ses hechas. Eso es algo que siempre me ha puesto muy nerviosa, las frases hechas.","El fragmento describe cómo, desde pequeña, la persona ya tenía un don para hablar sin pausa: hablaba en todo momento, ya fuera en clase, camino a la escuela o incluso en el baño, como si nunca pudiera terminar una historia. Además, recurría constantemente a frases hechas, lo cual siempre me ponía muy nerviosa.",3
"La pradera se funde con el bosque en estas áreas de transición donde los árboles están muy separados los unos de los otros. En una sabana, suele haber menos de 20 a 25 árboles por acre. El árbol más común, el roble bur, está muy bien adaptado para sobrevivir a las estaciones secas y a los incendios en la pradera.","Hace referencia a las zonas altas del bosque de lowe, tambien da a entender que el roble bur es de los arboles que mas estan adaptados para sobrevivir a riesgos de sequia y incendios.",0
"Nos consta que Leonardo no se separó nunca del cuadro; desde la fecha de su ejecución -también discutida- lo retuvo siempre con él. Esto abona la suposición que el pintor trabajó en él durante muchos años, según un concepto perfeccionista típico de su mentalidad. Su ejecución acusa ciertamente una técnica minuciosa y reiterada, en la que es imposible de distinguir la individualidad de las pinceladas. Por ello, posee una unidad difícilmente igualada en la historia de la pintura.","Habla que el proceso de pintar La Mona Lisa fue un proceso ininterrumpido y que ese proceso sirve como justificación de su excelente trabajo, debido a que su trabajo describe perfección, y se puede apreciar en el gran manejo de su tecina de pintura donde las pinceladas se puede notar una técnica de punteo limpia.",0
"Esta fama, no obstante, le ha perjudicado: la hemos visto tantas veces reproducida que nos resulta difícil considerarla como obra de un ser humano de carne y hueso en la que representó a otra persona también real. En esta obra, que nunca ha sido tasada, parte de su fama proviene de los puntos aún no aclarados.","La mona liza es una obra artistica que se ha visto tantas veces en muchos lugares que ya es dificil considerara como solo una obra de arte mas osea que es mas importante o interesante que las demas obras que existen, asi como esta obra es muy famosa y es conocida por todo el mundo",1
"Es por esto que se recomienda el uso de CANVA sólo para instancias de este tipo. GOBIERNO DE CHILE | LINEAMIENTOS GRÁFICOS Para comenzar, solo debes crear una cuenta con tu correo profesional, iniciar sesión y comenzar a editar. ¿CÓMO CREAR UN DISEÑO DE FORMA GRATUITA? GOBIERNO DE CHILE | LINEAMIENTOS GRÁFICOS Para componer una nueva imagen, hacer click en el botón Crea un diseño y buscar/seleccionar el formato deseado.",Se recomienda usar CANVA para esta específica tarea. Se especifica como iniciar en esta herramienta y como empezar a utilizarla y a sus diferentes funciones.,1
"Los pavos salvajes viven en hábitats forestales, sobre todo en aquellos donde hay árboles con frutos secos, como el roble y el nogal. Buscan frutos secos, bayas, semillas y otras plantas principalmente en el suelo. Descansan en los árboles durante la noche, pero anidan en el suelo, a menudo cerca de la base de los árboles o bajo matorrales densos.","Se refiere a que los pavos salvajes viven en hábitats forestales en donde hay frutos secos, bayas, semillas y otras plantas principalmente del suelo, también descansan en los árboles durante la noche a menudo cerca de la base de los árboles o bajo matorrales densos.",0
"La vida en los bosques depende de una diversidad de plantas en diferentes capas que convierten la luz del sol en energía y mantienen la red alimentaria. Los bosques caducifolios de Iowa son ralos a principios de la primavera, pero se vuelven más densos y con sombra durante los meses de verano.","Esta explicando la importancia de las plantas en las cadenas alimenticias, luego de eso, menciona como se comportan los bosques de lowa para poder darnos una idea de en que temporada hay más transferencia de energia",1
"Y diciendo esto fue a tener el estribo a don Quijote, el cual se apeó con mucha dificultad y trabajo, como aquel que en todo aquel día no se había desayunado. Dijo luego al huésped que le tuviese mucho cuidado de su caballo, porque era la mejor pieza que comía pan en el mundo.","Con esto, don Qujote se aferró a la cordura, como nunca. Después le advirtió a la persona de su caballo.",4
"En Iowa, sin la competencia de otras plantas ni el control de los depredadores naturales, estas plantas alteran el equilibrio del ecosistema natural y amenazan la integridad y la productividad de los bosques. Dan sombra a las plantas autóctonas del sotobosque e impiden la regeneración natural. Esta pérdida de regeneración afectará a los futuros bosques de Iowa, especialmente porque la mayoría de los árboles del estado son maduros y sobremaduros.",Entendi que en Iowa las plantas cuentan con un cierto equilibrio que amenazan la integridad de los bosques y puede generar ciertos problemas a lo largo,2
"Página 6 de 6 De igual manera, no está de mas exponer que los motivos que me llevan a aspirar a ser Comisionado del ITAIPBC es porque considero que tengo la preparación académica, una visión amplia que me ha dado mi experiencia en el sector privado y público, que los resultados obtenidos en la compleja Administración Pública Estatal, desde la creación de la Dirección de Transparencia y Acceso a la Información para un Gobierno Abierto, acreditan mis capacidades técnicas y que las medidas implementadas a través de mi gestión avala mi actuar ético e independiente, basado en resultados tangibles.","Se refiere a que el tiene la suficiente preparacion para que pueda hacer un buen papel en el trabajo que esta buscando tener, asi como cree que tiene las capacidades para poder realizar un buen trabajo en ese puesto",0
"Quién pierde? 2020 Inclusión y educación: Todos y todas sin excepción 2019 Migración, desplazamiento y educación: Construyendo puentes, no muros (2017/8] 2017/8 Rendir cuentas en el ámbito de la educación: Cumplir nuestros compromisos La Educación al servicio de los pueblos y el planeta: Crear futuros sostenibles para todos Colección Informes de Seguimiento de la EPT en el Mundo 2000 Educación para Todos: Logros y desafíos 2013/4 Enseñanza y aprendizaje Lograr la calidad para todos Los jóvenes y las competencias: Trabajar con la educación Una crisis encubierta: Conflictos armados y educación 2010 Llegar a los marginados 2009 Superar la desigualdad: Por qué es importante la gobernanza 2015 Educación para Todos en 2015: ¿Alcanzaremos la meta? 2007 Bases sólidas: Atención y educación de la primera infancia 2006 La alfabetización, un factor vital 2002 Educación para Todos: El imperativo de la calidad (2003/4] 2003/4 Educación para Todos: Hacia la igualdad entre los sexos 2002 Educación para Todos: ¿Va el mundo por el buen camino?","Aquí se habla de algunos eventos que tienen fechas, en 2020 inclusión y educación, en 2019 Migración, desplazamiento y educación: Construyendo puentes, no muros, nos preguntamos, ¿va el mundo por el buen camino?",3
"Pero antes de cerrar la pesada puerta, registró las habitaciones para ver si todo estaba en orden; precisamente deseaba hacerlo, porque persistía en él el recuerdo de aquella cara. La salita, el dormitorio, el cuarto de trastos, todo estaba normal. Nadie debajo de la mesa, nadie debajo del sofá; un poco de lumbre en la rejilla; la cuchara y la jofaina, listas; y la cacerolita, con un cocimiento (Scrooge tenía un resfriado de cabeza) junto al hogar.","Este pasaje refleja el carácter meticuloso y cauteloso de Scrooge, quien, a pesar de la presencia de su mente perturbada por la aparición de Marley, continúa con su vida diaria sin mostrar signos de miedo más allá de la intriga momentánea.",1
"En cuanto a la respuesta institucional, se menciona que la “orientación de las acciones por parte del Estado ha estado restringida al accionar de las autoridades ambientales y esto da cuenta de la falta de planeación e integración, así como de la necesidad de acciones intersectoriales”, pero no se hace referencia a las acciones de los gobier- nos nacional, departamentales ni municipales afectados.","Esto sugiere una debilidad en la articulación institucional, y refleja una posible falta de compromiso o capacidad de respuesta por parte de estos entes gubernamentales, algo que sería importante señalar o reclamar en el analisis",1
""" Pero rehusamos creer que el Banco de Justicia está quebrado. Rehusamos creer que no haya suficientes fondos en las grandes bóvedas de oportunidad de este País. Y entonces hemos venido a cobrar este cheque, el cheque que nos dará sobre manera la riqueza de libertad y la seguridad de justicia. También hemos venido a este sagrado lugar para recordar a América la urgencia impetuosa de ahora.","Se refiere a los conflictos que existen en este pais haciendo referencia como si fuera un banco, hablando de justicia y libertad, algo que el banco asegura que no hay suficientes",0
"Tío Vernon apuró la taza de té, miró el reloj y añadió: —Tengo que marcharme. El tren de Marge llega a las diez. Harry, cuya cabeza seguía en la habitación con el equipo de mantenimiento de escobas voladoras, volvió de golpe a la realidad. —¿Tía Marge? —barbotó—. No... no vendrá aquí, ¿verdad? Tía Marge era la hermana de tío Vernon.","A que Harry estaba disociado cuando el Tio Vernon le dijo que se tenia que ir, estaba pensando en la Tia Marge la cual no fue",4
"ÁREA ÚTIL GOBIERNO DE CHILE | LINEAMIENTOS GRÁFICOS Tipografía: Raleway Black Tamaño: 61 Interletrado: -12 Interlineado: 1 Arrastrar y dimensionar el fondo. Para que este no se deforme, utiliza los vértices para agrandar o achicar. Raleway Black SELECCIÓN DE FONDO AGREGAR FORMATO DE TÍTULO Colocar rectángulos (ubicados en la sección “Elementos”) bajo el texto a modo de subrayado. Cambiar el color en la opción e ingresar el código según lo indicado en el Manual de Normas Gráﬁcas GOB 2024.","Habla sobre como realizar en las formas gratuitas, la selección de las características de la letra como la tipografía, el tamaño, su interlineado, de una manera en la que quede con el tema a presentar sin deformarse y con el color basados en las Normas Graficas GOB 2024.",0
